person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,empl_len,ppl_household,loan_status
32,male,Associate,169198,14,MORTGAGE,20000,HOMEIMPROVEMENT,11.12,0.12,9,620,Yes,14,3,0
34,female,Associate,169083,13,OWN,4000,EDUCATION,7.88,0.02,7,675,Yes,13,1,0
31,male,Bachelor,168895,7,MORTGAGE,12000,DEBTCONSOLIDATION,7.88,0.07,9,674,Yes,7,2,0
33,male,Master,168454,11,MORTGAGE,6000,HOMEIMPROVEMENT,6.76,0.04,6,612,Yes,11,3,0
29,female,Associate,91120,9,RENT,15000,PERSONAL,7.88,0.16,9,626,No,9,0,0
33,male,Master,169033,10,MORTGAGE,13000,MEDICAL,7.51,0.08,6,662,No,10,3,0
31,male,Master,90987,9,RENT,15000,DEBTCONSOLIDATION,12.69,0.16,5,649,No,9,1,0
34,male,Bachelor,154856,11,OWN,25000,DEBTCONSOLIDATION,17.39,0.16,5,660,No,11,0,1
30,female,Bachelor,131306,7,MORTGAGE,15000,MEDICAL,16.35,0.11,8,654,No,7,0,1
27,male,Bachelor,168787,3,OWN,24100,VENTURE,11.83,0.14,10,666,No,3,0,0
27,female,Master,168741,3,MORTGAGE,6000,HOMEIMPROVEMENT,13.57,0.04,5,634,Yes,3,3,0
27,female,High School,90840,5,RENT,15000,PERSONAL,6.91,0.17,10,642,No,5,3,0
27,male,Master,168967,2,MORTGAGE,14000,EDUCATION,11.01,0.08,5,693,No,2,1,0
35,female,High School,168751,14,MORTGAGE,25000,MEDICAL,12.21,0.15,10,640,Yes,14,3,0
32,male,Master,168881,9,MORTGAGE,25000,VENTURE,10.08,0.15,7,699,No,9,2,0
27,female,Associate,168937,4,MORTGAGE,9800,VENTURE,5.42,0.06,6,540,Yes,4,2,0
34,female,Bachelor,169285,16,MORTGAGE,12000,DEBTCONSOLIDATION,11.01,0.07,8,605,Yes,16,4,0
32,female,High School,169401,9,MORTGAGE,20000,MEDICAL,6.91,0.12,10,704,No,9,0,0
27,male,Associate,90950,6,RENT,15000,DEBTCONSOLIDATION,14.35,0.16,5,589,Yes,6,2,0
27,male,High School,170388,2,MORTGAGE,6450,VENTURE,5.99,0.04,10,595,No,2,2,0
29,female,Bachelor,170578,6,MORTGAGE,8000,VENTURE,6.99,0.05,9,595,No,6,4,0
28,female,Bachelor,170283,7,MORTGAGE,9000,HOMEIMPROVEMENT,7.14,0.05,8,656,Yes,7,1,0
28,male,Bachelor,171385,5,MORTGAGE,13000,VENTURE,11.01,0.08,7,670,No,5,2,0
27,male,Associate,156761,4,MORTGAGE,12800,VENTURE,14.84,0.08,7,579,No,4,2,1
32,female,Associate,157075,6,MORTGAGE,5000,DEBTCONSOLIDATION,11.01,0.03,9,558,No,6,1,1
30,male,Bachelor,171452,9,MORTGAGE,10000,VENTURE,11.12,0.06,8,668,No,9,0,0
28,male,Associate,171632,4,MORTGAGE,18000,EDUCATION,10.38,0.1,8,653,Yes,4,2,0
29,male,High School,171216,6,OWN,24250,EDUCATION,11.48,0.14,7,622,Yes,6,0,0
33,female,Bachelor,83584,10,RENT,15000,HOMEIMPROVEMENT,10.62,0.18,7,707,No,10,0,1
30,female,Master,134118,12,MORTGAGE,25000,MEDICAL,15.33,0.19,9,636,No,12,1,1
30,male,High School,172345,7,MORTGAGE,18000,PERSONAL,8.49,0.1,7,574,Yes,7,1,0
29,female,Bachelor,172583,8,MORTGAGE,16800,HOMEIMPROVEMENT,6.17,0.1,9,564,Yes,8,1,0
27,female,Master,90981,8,RENT,15000,VENTURE,11.14,0.16,6,668,No,8,1,0
33,male,Master,173010,7,MORTGAGE,10000,VENTURE,6.99,0.06,9,629,No,7,3,0
34,male,Associate,172902,12,MORTGAGE,12000,VENTURE,9.32,0.07,6,599,Yes,12,1,0
35,male,High School,173501,10,MORTGAGE,8000,PERSONAL,10.62,0.05,7,644,No,10,0,0
30,male,Associate,173213,7,MORTGAGE,20000,HOMEIMPROVEMENT,11.89,0.12,8,694,Yes,7,1,0
27,male,Bachelor,174023,6,MORTGAGE,16000,EDUCATION,16.77,0.09,6,730,Yes,6,2,0
27,female,High School,173641,1,MORTGAGE,11000,DEBTCONSOLIDATION,8.9,0.06,6,683,No,1,0,0
33,female,Associate,174001,12,MORTGAGE,5000,MEDICAL,8.9,0.03,10,665,Yes,12,2,0
28,female,High School,174095,8,MORTGAGE,35000,MEDICAL,8.9,0.2,7,564,Yes,8,3,0
35,female,Bachelor,173681,11,MORTGAGE,35000,EDUCATION,11.01,0.2,9,477,Yes,11,0,0
29,female,High School,173823,6,MORTGAGE,16000,VENTURE,6.62,0.09,9,637,Yes,6,1,0
29,female,Master,173886,11,MORTGAGE,7000,MEDICAL,10.59,0.04,10,593,No,11,2,0
30,male,Bachelor,173759,9,MORTGAGE,6000,MEDICAL,8.49,0.03,8,649,No,9,0,0
28,female,Bachelor,173388,8,OWN,7000,MEDICAL,15.99,0.04,10,654,Yes,8,0,0
28,female,Associate,173747,6,MORTGAGE,30000,PERSONAL,11.01,0.17,5,627,Yes,6,0,0
27,male,Associate,173898,7,MORTGAGE,5000,MEDICAL,7.49,0.03,5,660,Yes,7,2,0
30,male,Bachelor,173905,8,MORTGAGE,35000,PERSONAL,12.68,0.2,8,691,No,8,0,0
27,female,Bachelor,91088,4,RENT,15000,HOMEIMPROVEMENT,10.64,0.16,6,535,Yes,4,2,0
29,male,High School,173673,6,MORTGAGE,5000,DEBTCONSOLIDATION,13.06,0.03,7,636,Yes,6,3,0
30,female,High School,173694,6,MORTGAGE,6000,VENTURE,6.91,0.03,6,553,No,6,3,0
30,male,Associate,84265,8,RENT,15000,PERSONAL,14.59,0.18,7,677,No,8,2,1
27,male,Bachelor,174168,3,MORTGAGE,21000,DEBTCONSOLIDATION,13.57,0.12,8,667,Yes,3,5,0
28,male,Bachelor,92289,2,RENT,15000,HOMEIMPROVEMENT,12.73,0.16,9,604,No,2,4,0
33,male,High School,173861,8,MORTGAGE,19000,EDUCATION,11.01,0.11,8,670,No,8,2,0
31,male,Associate,92467,7,RENT,15000,PERSONAL,7.88,0.16,7,601,Yes,7,1,0
30,male,Associate,175247,7,MORTGAGE,25000,PERSONAL,11.83,0.14,5,568,Yes,7,0,0
30,female,Bachelor,175049,9,MORTGAGE,9600,HOMEIMPROVEMENT,7.9,0.05,6,637,Yes,9,0,0
31,male,Bachelor,24524,9,OWN,5000,HOMEIMPROVEMENT,8.59,0.2,8,622,Yes,9,2,0
29,female,Master,174829,7,MORTGAGE,14000,VENTURE,16.77,0.08,5,653,Yes,7,3,0
30,male,Associate,174742,8,MORTGAGE,6000,DEBTCONSOLIDATION,10.59,0.03,8,675,Yes,8,1,0
32,female,Master,86339,8,RENT,15000,EDUCATION,15.95,0.17,9,708,No,8,1,1
29,male,Bachelor,24979,5,OWN,3000,VENTURE,8.0,0.12,5,715,No,5,2,0
31,female,Bachelor,93377,9,RENT,15000,PERSONAL,8.38,0.16,8,597,Yes,9,2,0
28,female,Associate,174856,6,MORTGAGE,25000,VENTURE,11.01,0.14,9,661,No,6,0,0
30,female,Bachelor,95558,9,RENT,15000,EDUCATION,11.01,0.16,7,633,No,9,1,0
30,male,Associate,175326,6,MORTGAGE,12000,EDUCATION,11.01,0.07,8,707,Yes,6,0,0
32,male,Bachelor,175043,7,MORTGAGE,20000,DEBTCONSOLIDATION,11.36,0.11,8,669,No,7,0,0
28,male,Bachelor,96831,7,RENT,15000,MEDICAL,13.49,0.15,5,652,Yes,7,3,0
29,female,Associate,174825,5,MORTGAGE,25000,VENTURE,10.08,0.14,8,650,Yes,5,0,0
28,female,Bachelor,160424,7,MORTGAGE,20000,DEBTCONSOLIDATION,11.01,0.12,5,611,No,7,0,1
27,male,Associate,176260,5,MORTGAGE,5500,MEDICAL,5.42,0.03,6,634,No,5,1,0
34,female,High School,137684,11,MORTGAGE,35000,MEDICAL,18.64,0.25,10,470,No,11,3,1
27,female,Bachelor,176009,4,MORTGAGE,2500,MEDICAL,8.49,0.01,5,634,Yes,4,2,0
29,female,Associate,176215,6,MORTGAGE,3800,MEDICAL,6.39,0.02,6,677,No,6,0,0
31,female,Associate,176384,10,MORTGAGE,2500,EDUCATION,16.7,0.01,9,686,Yes,10,1,0
29,female,Master,96894,2,RENT,15000,MEDICAL,10.37,0.15,8,669,Yes,2,0,0
29,male,Associate,97133,3,RENT,15000,MEDICAL,13.72,0.15,5,641,Yes,3,2,0
28,male,Associate,177834,0,MORTGAGE,10000,DEBTCONSOLIDATION,11.12,0.06,7,665,Yes,0,0,0
27,male,Master,24432,9,OWN,8000,PERSONAL,8.9,0.33,8,720,No,9,0,1
28,female,Master,96393,8,RENT,15000,DEBTCONSOLIDATION,11.48,0.16,5,584,No,8,0,0
27,male,Associate,178535,5,MORTGAGE,4500,HOMEIMPROVEMENT,11.49,0.03,5,607,Yes,5,0,0
33,female,High School,178617,8,MORTGAGE,8000,VENTURE,13.98,0.04,5,582,Yes,8,0,0
29,female,Associate,164252,9,MORTGAGE,7775,DEBTCONSOLIDATION,14.96,0.05,5,647,No,9,1,1
33,female,Bachelor,99588,9,RENT,15000,VENTURE,14.35,0.15,7,693,No,9,1,0
29,female,Bachelor,101273,11,RENT,15000,HOMEIMPROVEMENT,13.43,0.15,10,638,Yes,11,0,0
27,male,Associate,180610,8,OWN,15000,MEDICAL,11.03,0.08,10,667,No,8,0,0
28,female,High School,101911,9,RENT,15000,HOMEIMPROVEMENT,11.86,0.15,9,628,No,9,2,0
32,male,Associate,101608,10,RENT,15000,DEBTCONSOLIDATION,10.99,0.15,7,609,Yes,10,1,0
32,male,Bachelor,180882,9,MORTGAGE,16000,MEDICAL,6.03,0.09,10,647,No,9,0,0
33,male,High School,181234,10,MORTGAGE,14000,VENTURE,6.62,0.08,7,652,Yes,10,1,0
34,female,Bachelor,180936,11,MORTGAGE,6000,DEBTCONSOLIDATION,6.03,0.03,10,684,Yes,11,3,0
32,male,Bachelor,181078,9,MORTGAGE,20000,PERSONAL,7.9,0.11,10,591,Yes,9,0,0
34,female,Associate,166557,13,MORTGAGE,2400,HOMEIMPROVEMENT,19.91,0.01,7,695,No,13,3,1
34,female,Associate,181196,10,MORTGAGE,28000,VENTURE,11.71,0.15,5,700,No,10,4,0
32,male,Associate,81271,8,RENT,15000,MEDICAL,11.01,0.18,5,626,No,8,1,1
29,male,Bachelor,95808,10,RENT,15000,HOMEIMPROVEMENT,15.7,0.16,7,645,No,10,2,1
35,female,Doctorate,180779,13,MORTGAGE,10000,HOMEIMPROVEMENT,7.9,0.06,9,714,Yes,13,1,0
32,male,Master,180844,11,OWN,8000,HOMEIMPROVEMENT,11.01,0.04,6,630,No,11,0,0
30,male,Master,23739,7,OWN,2100,PERSONAL,7.14,0.09,5,549,Yes,7,1,0
32,male,Bachelor,180960,14,MORTGAGE,12000,VENTURE,12.99,0.07,9,633,Yes,14,0,0
31,female,Associate,166389,5,MORTGAGE,35000,PERSONAL,7.49,0.21,5,600,No,5,1,1
35,male,Bachelor,88152,12,RENT,15000,HOMEIMPROVEMENT,15.57,0.17,8,553,No,12,2,1
30,male,High School,166680,10,MORTGAGE,10000,HOMEIMPROVEMENT,10.99,0.06,10,619,No,10,0,1
29,male,High School,75214,8,RENT,15000,MEDICAL,15.95,0.2,8,677,No,8,4,1
33,male,Master,141789,8,MORTGAGE,16000,MEDICAL,15.99,0.11,5,681,No,8,1,1
27,female,Associate,181067,5,MORTGAGE,6000,VENTURE,13.49,0.03,6,639,Yes,5,2,0
32,male,Bachelor,181071,8,MORTGAGE,6000,PERSONAL,7.49,0.03,9,706,No,8,2,0
27,female,High School,104201,5,RENT,15000,DEBTCONSOLIDATION,6.91,0.14,5,619,No,5,1,0
33,female,Bachelor,181499,11,MORTGAGE,13125,EDUCATION,11.01,0.07,9,596,Yes,11,1,0
32,female,High School,104162,10,RENT,15000,VENTURE,6.03,0.14,7,669,Yes,10,1,0
29,male,Bachelor,181234,3,MORTGAGE,10000,MEDICAL,13.49,0.06,10,638,No,3,2,0
28,female,Associate,23927,5,OWN,4700,PERSONAL,15.31,0.2,5,610,No,5,4,1
29,female,Bachelor,180719,11,MORTGAGE,7200,MEDICAL,7.29,0.04,7,664,No,11,1,0
29,female,Doctorate,104950,6,RENT,15000,HOMEIMPROVEMENT,10.59,0.14,6,661,No,6,2,0
30,female,Bachelor,180936,8,OWN,5425,PERSONAL,11.01,0.03,5,686,No,8,1,0
32,female,Bachelor,91077,8,RENT,15000,HOMEIMPROVEMENT,8.88,0.16,9,605,No,8,1,1
33,female,Associate,181462,8,MORTGAGE,4000,DEBTCONSOLIDATION,10.37,0.02,7,582,Yes,8,1,0
35,female,Master,105236,14,RENT,15000,VENTURE,11.01,0.14,7,566,Yes,14,2,0
27,male,Bachelor,180670,8,MORTGAGE,25000,PERSONAL,10.36,0.14,7,629,Yes,8,1,0
29,male,Associate,180945,8,MORTGAGE,14000,DEBTCONSOLIDATION,5.79,0.08,9,689,Yes,8,0,0
29,female,Associate,180929,4,MORTGAGE,12000,VENTURE,5.42,0.07,9,625,Yes,4,0,0
31,male,Bachelor,23669,5,OWN,7000,HOMEIMPROVEMENT,11.01,0.3,8,658,No,5,0,1
27,male,High School,180943,4,MORTGAGE,20000,DEBTCONSOLIDATION,11.01,0.11,9,648,Yes,4,0,0
27,female,Master,181297,7,MORTGAGE,18000,MEDICAL,11.01,0.1,5,704,Yes,7,2,0
33,male,Associate,166588,6,MORTGAGE,25000,HOMEIMPROVEMENT,20.0,0.15,10,649,No,6,2,1
27,male,Associate,181137,1,MORTGAGE,8000,EDUCATION,17.19,0.04,5,671,No,1,1,0
33,male,Associate,23529,8,OWN,3500,DEBTCONSOLIDATION,13.16,0.15,6,607,No,8,1,1
34,male,Associate,181007,12,MORTGAGE,15000,VENTURE,11.86,0.08,9,556,No,12,1,0
28,male,Associate,181211,3,MORTGAGE,20000,EDUCATION,11.01,0.11,8,631,Yes,3,2,0
32,male,Master,181257,10,MORTGAGE,7800,DEBTCONSOLIDATION,11.86,0.04,9,696,No,10,3,0
28,female,Bachelor,180888,7,OWN,8500,HOMEIMPROVEMENT,6.76,0.05,8,585,Yes,7,1,0
34,male,Doctorate,94604,12,RENT,15000,DEBTCONSOLIDATION,16.4,0.16,5,743,No,12,3,1
29,male,Associate,181267,8,MORTGAGE,12000,HOMEIMPROVEMENT,10.62,0.07,9,719,Yes,8,1,0
29,male,Associate,180962,6,MORTGAGE,10700,HOMEIMPROVEMENT,14.22,0.06,9,607,Yes,6,3,0
28,female,Associate,181214,8,MORTGAGE,10000,EDUCATION,11.01,0.06,6,590,Yes,8,0,0
28,male,Master,181217,7,MORTGAGE,15000,HOMEIMPROVEMENT,7.88,0.08,6,619,Yes,7,0,0
34,female,Bachelor,109188,13,RENT,15000,VENTURE,11.12,0.14,5,709,No,13,0,0
30,male,Doctorate,166797,8,MORTGAGE,23975,EDUCATION,17.93,0.14,7,684,No,8,0,1
29,female,Bachelor,166630,9,MORTGAGE,24000,PERSONAL,16.35,0.14,6,700,No,9,2,1
32,male,Master,181442,10,MORTGAGE,24000,PERSONAL,17.04,0.13,9,623,Yes,10,1,0
33,male,Associate,180846,12,OWN,21000,VENTURE,11.83,0.12,9,649,Yes,12,0,0
30,female,Associate,181036,10,OWN,24000,PERSONAL,11.83,0.13,5,679,Yes,10,2,0
33,female,Associate,180858,9,OWN,20000,PERSONAL,11.48,0.11,7,689,No,9,1,0
29,female,Associate,108822,9,RENT,15000,MEDICAL,13.85,0.14,10,597,Yes,9,1,0
27,male,Associate,181117,4,OWN,10000,EDUCATION,8.59,0.06,6,587,Yes,4,0,0
30,male,Bachelor,109010,7,RENT,15000,HOMEIMPROVEMENT,14.96,0.14,6,672,No,7,1,0
34,male,High School,180828,13,MORTGAGE,25000,VENTURE,16.7,0.14,6,600,Yes,13,2,0
27,male,Bachelor,181255,6,MORTGAGE,12000,VENTURE,11.89,0.07,5,680,No,6,2,0
27,male,High School,181014,4,MORTGAGE,20000,PERSONAL,12.84,0.11,6,673,Yes,4,2,0
29,male,Associate,181123,5,MORTGAGE,7000,PERSONAL,9.32,0.04,6,590,Yes,5,1,0
28,male,Master,181313,4,MORTGAGE,15000,HOMEIMPROVEMENT,11.89,0.08,9,629,Yes,4,0,0
35,male,Associate,181213,12,MORTGAGE,15000,DEBTCONSOLIDATION,13.16,0.08,7,631,Yes,12,0,0
28,male,Master,111467,3,RENT,15000,DEBTCONSOLIDATION,7.9,0.13,9,600,Yes,3,0,0
28,male,High School,180963,3,MORTGAGE,15000,HOMEIMPROVEMENT,9.63,0.08,9,575,Yes,3,2,0
27,male,Associate,181003,3,MORTGAGE,9000,PERSONAL,9.63,0.05,10,642,Yes,3,0,0
27,male,Associate,180958,7,MORTGAGE,8000,VENTURE,12.21,0.04,5,622,Yes,7,0,0
28,female,Master,180982,7,MORTGAGE,25000,VENTURE,15.25,0.14,8,627,Yes,7,2,0
29,male,Associate,180876,6,MORTGAGE,16000,HOMEIMPROVEMENT,11.14,0.09,7,588,No,6,2,0
30,female,Bachelor,46645,10,RENT,15050,MEDICAL,9.99,0.32,7,647,No,10,2,1
30,male,Master,181002,8,MORTGAGE,12000,HOMEIMPROVEMENT,11.86,0.07,8,684,Yes,8,2,0
28,female,Master,181185,7,MORTGAGE,10000,VENTURE,8.07,0.06,8,709,Yes,7,2,0
30,female,Bachelor,180864,6,MORTGAGE,5000,PERSONAL,11.01,0.03,9,638,Yes,6,1,0
31,male,Associate,35476,8,RENT,15075,HOMEIMPROVEMENT,11.01,0.42,10,611,No,8,1,1
27,male,Master,182091,4,MORTGAGE,6000,PERSONAL,11.71,0.03,9,586,No,4,2,0
31,male,Master,182373,7,MORTGAGE,10000,VENTURE,6.91,0.05,8,687,Yes,7,1,0
31,male,Master,182215,9,MORTGAGE,21000,EDUCATION,11.97,0.12,8,632,Yes,9,0,0
30,male,High School,182738,8,MORTGAGE,17525,HOMEIMPROVEMENT,12.72,0.1,7,589,Yes,8,3,0
31,male,Master,183665,8,MORTGAGE,15000,PERSONAL,8.49,0.08,7,652,No,8,1,0
35,male,Associate,168855,11,MORTGAGE,8400,PERSONAL,12.98,0.05,9,657,No,11,2,1
35,female,High School,184776,15,MORTGAGE,9500,PERSONAL,11.99,0.05,10,653,No,15,2,0
33,male,High School,184405,6,MORTGAGE,10000,VENTURE,14.79,0.05,5,683,No,6,1,0
28,male,Bachelor,22788,7,OWN,3500,VENTURE,14.22,0.15,5,515,No,7,0,1
29,female,Master,184645,7,OWN,3000,VENTURE,10.74,0.02,8,669,Yes,7,1,0
32,male,Associate,184703,13,MORTGAGE,8400,VENTURE,12.84,0.05,9,626,Yes,13,3,0
35,male,Master,185611,14,MORTGAGE,24000,HOMEIMPROVEMENT,7.9,0.13,10,607,Yes,14,1,0
35,male,Associate,186031,13,OWN,12000,VENTURE,6.92,0.06,5,649,Yes,13,0,0
34,male,Associate,185652,13,MORTGAGE,4000,PERSONAL,10.37,0.02,8,569,Yes,13,1,0
32,male,High School,185657,7,MORTGAGE,20000,DEBTCONSOLIDATION,11.83,0.11,6,680,No,7,2,0
32,female,Master,186971,9,OWN,15000,MEDICAL,12.42,0.08,7,595,Yes,9,3,0
35,male,High School,90959,11,RENT,15175,VENTURE,20.0,0.17,8,635,Yes,11,2,0
28,female,Associate,172618,9,MORTGAGE,8275,HOMEIMPROVEMENT,16.49,0.05,7,619,No,9,0,1
31,male,Associate,186970,6,MORTGAGE,7000,HOMEIMPROVEMENT,5.42,0.04,5,642,Yes,6,1,0
28,male,High School,172586,5,MORTGAGE,25000,DEBTCONSOLIDATION,17.93,0.14,6,599,No,5,1,1
33,female,Master,22608,9,OWN,7000,MEDICAL,8.0,0.31,9,646,No,9,5,1
32,female,High School,186782,11,MORTGAGE,8000,MEDICAL,11.01,0.04,6,683,No,11,0,0
28,female,Associate,61265,9,RENT,15200,EDUCATION,10.25,0.25,10,672,Yes,9,0,0
32,female,Bachelor,187011,9,MORTGAGE,15000,VENTURE,8.49,0.08,8,681,Yes,9,2,0
30,male,Associate,187973,7,MORTGAGE,8000,EDUCATION,12.84,0.04,10,627,No,7,2,0
34,male,Master,188391,12,MORTGAGE,25000,MEDICAL,11.01,0.13,9,722,Yes,12,2,0
33,female,Bachelor,188141,5,MORTGAGE,2400,EDUCATION,7.49,0.01,6,678,Yes,5,0,0
32,female,Associate,187821,10,MORTGAGE,10000,PERSONAL,9.63,0.05,9,569,Yes,10,3,0
27,female,High School,188028,4,MORTGAGE,5000,HOMEIMPROVEMENT,6.54,0.03,8,638,Yes,4,2,0
27,female,Associate,188194,7,MORTGAGE,15000,EDUCATION,14.61,0.08,6,687,No,7,3,0
32,male,Associate,189040,11,MORTGAGE,25000,EDUCATION,10.62,0.13,8,643,No,11,1,0
31,male,Master,189341,10,MORTGAGE,7200,EDUCATION,7.49,0.04,7,679,No,10,0,0
28,male,Associate,189606,4,OWN,12000,VENTURE,13.92,0.06,9,660,Yes,4,1,0
27,female,Associate,190020,6,OWN,25000,MEDICAL,12.87,0.13,6,480,Yes,6,1,0
27,male,High School,189906,5,MORTGAGE,35000,VENTURE,12.99,0.18,8,642,No,5,0,0
28,male,Bachelor,175227,3,MORTGAGE,10000,DEBTCONSOLIDATION,10.37,0.06,7,589,No,3,1,1
28,female,Bachelor,190815,6,MORTGAGE,15000,MEDICAL,7.9,0.08,5,695,No,6,0,0
30,male,Associate,190840,10,MORTGAGE,21000,HOMEIMPROVEMENT,12.42,0.11,8,554,Yes,10,4,0
30,male,High School,134361,8,RENT,15450,VENTURE,10.91,0.11,7,655,No,8,2,0
29,male,Associate,190644,5,OWN,11000,EDUCATION,8.49,0.06,6,577,Yes,5,0,0
35,male,Master,190571,9,OWN,10000,EDUCATION,9.63,0.05,10,557,Yes,9,0,0
29,female,Doctorate,190509,5,OWN,20000,MEDICAL,6.54,0.1,5,687,Yes,5,0,0
28,male,Associate,190722,9,MORTGAGE,12000,MEDICAL,6.62,0.06,8,626,No,9,1,0
28,female,Bachelor,191739,5,MORTGAGE,15000,PERSONAL,11.86,0.08,8,484,Yes,5,0,0
27,male,Bachelor,192635,5,MORTGAGE,25000,HOMEIMPROVEMENT,11.01,0.13,8,675,No,5,4,0
29,female,Master,193120,2,OWN,10000,HOMEIMPROVEMENT,11.86,0.05,7,659,Yes,2,3,0
29,female,Associate,46511,8,RENT,15500,PERSONAL,12.41,0.33,6,647,No,8,0,1
28,male,Bachelor,193451,6,MORTGAGE,34000,DEBTCONSOLIDATION,9.91,0.18,7,632,Yes,6,4,0
27,male,High School,178601,5,MORTGAGE,28000,HOMEIMPROVEMENT,12.99,0.16,6,566,No,5,1,1
34,male,High School,193007,11,MORTGAGE,25000,DEBTCONSOLIDATION,13.49,0.13,5,561,Yes,11,1,0
27,female,Bachelor,192725,4,MORTGAGE,6000,DEBTCONSOLIDATION,10.99,0.03,6,588,Yes,4,1,0
34,female,Associate,193036,10,MORTGAGE,23000,HOMEIMPROVEMENT,6.91,0.12,10,695,No,10,1,0
30,male,High School,193093,9,MORTGAGE,7000,EDUCATION,13.98,0.04,5,581,Yes,9,0,0
35,female,Associate,82654,12,RENT,15600,MEDICAL,12.84,0.19,8,623,No,12,2,0
33,male,High School,192955,8,MORTGAGE,22000,PERSONAL,10.75,0.11,8,673,Yes,8,0,0
32,male,Bachelor,192711,11,MORTGAGE,12000,DEBTCONSOLIDATION,7.88,0.06,8,675,Yes,11,0,0
27,female,Associate,108855,5,RENT,15600,PERSONAL,12.69,0.14,9,635,Yes,5,2,0
27,male,Associate,193087,6,MORTGAGE,25000,HOMEIMPROVEMENT,10.99,0.13,10,602,Yes,6,1,0
32,female,Master,192658,9,MORTGAGE,17400,VENTURE,7.88,0.09,7,700,No,9,2,0
27,male,Associate,121034,4,RENT,15600,PERSONAL,17.88,0.13,6,672,No,4,2,0
35,female,Associate,193043,15,OWN,24000,VENTURE,11.83,0.12,9,648,No,15,2,0
28,male,Bachelor,193154,7,OWN,23000,PERSONAL,11.83,0.12,8,673,Yes,7,1,0
35,female,Associate,178817,11,MORTGAGE,25000,DEBTCONSOLIDATION,14.62,0.14,10,608,No,11,5,1
34,female,Associate,193124,12,MORTGAGE,7500,DEBTCONSOLIDATION,11.01,0.04,10,684,Yes,12,2,0
29,male,Bachelor,195626,4,MORTGAGE,25000,PERSONAL,12.42,0.13,10,587,Yes,4,2,0
30,female,Associate,66619,5,RENT,15800,DEBTCONSOLIDATION,14.72,0.24,9,546,Yes,5,0,0
27,male,Bachelor,182700,1,MORTGAGE,20000,DEBTCONSOLIDATION,14.74,0.11,9,651,No,1,2,1
27,female,Master,197056,1,MORTGAGE,4800,VENTURE,11.71,0.02,8,679,No,1,0,0
27,female,Bachelor,198701,6,MORTGAGE,35000,MEDICAL,12.42,0.18,10,710,Yes,6,0,0
29,male,Doctorate,199124,4,MORTGAGE,10000,VENTURE,6.03,0.05,10,673,Yes,4,1,0
34,female,High School,199101,8,MORTGAGE,12000,VENTURE,6.62,0.06,7,643,Yes,8,3,0
29,male,High School,87949,7,RENT,15900,MEDICAL,13.04,0.18,9,656,Yes,7,2,0
35,female,Associate,199023,12,MORTGAGE,8000,DEBTCONSOLIDATION,11.49,0.04,8,605,No,12,1,0
33,female,Bachelor,157337,11,MORTGAGE,10000,MEDICAL,14.61,0.06,7,715,No,11,0,1
33,male,High School,184518,13,MORTGAGE,23100,HOMEIMPROVEMENT,14.74,0.13,9,635,No,13,1,1
28,female,Associate,198676,5,MORTGAGE,12400,DEBTCONSOLIDATION,11.26,0.06,8,558,Yes,5,0,0
27,male,Master,200246,4,MORTGAGE,30000,HOMEIMPROVEMENT,11.01,0.15,9,637,No,4,3,0
27,female,Bachelor,96893,4,RENT,16000,HOMEIMPROVEMENT,7.49,0.17,8,613,Yes,4,2,0
31,female,Bachelor,202597,9,MORTGAGE,25000,VENTURE,13.06,0.12,5,650,No,9,1,0
31,male,High School,202447,6,MORTGAGE,15500,VENTURE,9.25,0.08,7,535,Yes,6,0,0
28,female,High School,202656,5,OWN,6800,MEDICAL,11.01,0.03,7,508,Yes,5,0,0
29,female,Master,89888,3,RENT,16000,HOMEIMPROVEMENT,13.11,0.18,5,673,No,3,1,1
32,female,Master,205096,12,MORTGAGE,6000,VENTURE,7.9,0.03,8,691,No,12,2,0
29,male,Bachelor,205128,7,MORTGAGE,18000,DEBTCONSOLIDATION,12.42,0.09,6,553,Yes,7,1,0
32,female,Bachelor,76813,8,RENT,16000,MEDICAL,14.96,0.21,5,691,No,8,2,1
29,male,Associate,90006,11,RENT,16000,HOMEIMPROVEMENT,13.79,0.18,8,558,No,11,0,1
28,male,Associate,204854,7,MORTGAGE,20000,PERSONAL,18.99,0.1,7,640,Yes,7,0,0
33,female,Master,190978,10,MORTGAGE,15000,PERSONAL,16.32,0.08,5,633,No,10,2,1
28,female,Bachelor,205139,2,MORTGAGE,10000,EDUCATION,11.01,0.05,5,622,Yes,2,0,0
28,male,Associate,204968,3,MORTGAGE,20000,EDUCATION,11.01,0.1,10,590,Yes,3,1,0
28,female,Bachelor,205009,7,MORTGAGE,4000,MEDICAL,11.01,0.02,10,681,No,7,1,0
27,male,Associate,101629,7,RENT,16000,MEDICAL,12.21,0.16,10,567,Yes,7,1,0
30,male,Master,205272,5,MORTGAGE,14000,VENTURE,10.62,0.07,6,666,No,5,0,0
33,female,Bachelor,205019,12,OWN,21000,HOMEIMPROVEMENT,14.26,0.1,5,578,No,12,2,0
30,male,Associate,207391,6,MORTGAGE,20000,VENTURE,11.01,0.1,8,635,No,6,2,0
33,female,Master,207498,11,MORTGAGE,16000,EDUCATION,9.63,0.08,8,573,No,11,0,0
